=========================Vanilla++ Admin Tools Session Logs=========================
Logs Started: 2022-7-8_22-45-2
====================================================================================
22:45:2 | [PermissionManager] Perm (DeleteObjectAtCrosshair) has been registered!
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7833.782715, 443.299835, 9728.232422>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7833.783203, 443.299896, 9728.232422>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7833.782715, 443.299835, 9728.233398>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7833.782715, 443.299896, 9728.233398>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7832.846191, 443.340515, 9729.433594>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7831.521973, 443.397583, 9731.129883>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7829.619629, 443.476807, 9733.569336>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7827.888672, 443.544220, 9735.788086>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7827.444336, 443.564545, 9736.358398>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7827.444336, 443.564575, 9736.358398>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7827.444824, 443.564636, 9736.358398>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7827.444336, 443.564545, 9736.358398>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7827.332520, 443.569733, 9736.502930>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7827.126953, 443.579041, 9736.765625>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7826.956055, 443.586823, 9736.984375>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7826.785156, 443.594604, 9737.203125>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7826.612793, 443.602203, 9737.422852>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7826.373535, 443.613190, 9737.729492>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7825.353027, 443.659515, 9739.037109>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7824.235840, 443.710327, 9740.469727>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7822.796387, 443.774872, 9742.314453>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7821.272949, 443.821930, 9744.265625>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7820.731934, 443.837250, 9744.958008>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7820.518066, 443.842987, 9745.229492>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7820.393555, 443.846344, 9745.388672>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7820.249512, 443.850403, 9745.572266>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7819.649902, 443.867218, 9746.339844>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7819.050293, 443.884094, 9747.107422>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7818.621582, 443.896118, 9747.656250>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7817.421387, 443.929810, 9749.191406>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7816.603027, 443.949493, 9750.238281>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7814.987305, 443.966919, 9752.304688>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7814.038086, 443.959534, 9753.518555>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7813.172852, 443.952850, 9754.624023>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7813.170410, 443.952637, 9754.625977>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7813.167969, 443.952454, 9754.626953>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7813.167480, 443.952454, 9754.627930>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7812.743652, 443.948944, 9755.167969>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7812.340820, 443.945801, 9755.682617>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7811.669434, 443.940552, 9756.539063>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7811.333496, 443.937866, 9756.967773>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7810.929688, 443.934631, 9757.483398>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7809.802734, 443.882019, 9758.921875>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7807.911133, 443.792969, 9761.337891>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7806.243164, 443.689362, 9763.467773>)
23:1:13 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7804.224609, 443.512115, 9766.043945>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7810.144043, 444.056000, 9761.870117>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7813.999023, 444.269836, 9757.642578>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7813.999023, 444.269836, 9757.642578>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7813.999023, 444.269836, 9757.642578>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7813.999023, 444.269836, 9757.642578>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7813.999023, 444.269836, 9757.642578>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7813.998535, 444.269745, 9757.642578>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7813.998535, 444.269745, 9757.642578>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7813.998535, 444.269745, 9757.642578>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7813.998535, 444.269745, 9757.642578>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7813.998535, 444.269775, 9757.642578>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7814.818848, 444.292175, 9756.744141>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7815.863770, 444.299164, 9755.601563>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7816.917969, 444.302795, 9754.448242>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7817.840332, 444.305969, 9753.439453>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7818.334961, 444.307526, 9752.897461>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7818.343262, 444.307617, 9752.888672>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7818.352539, 444.307617, 9752.878906>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7818.360352, 444.307709, 9752.870117>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7818.367188, 444.307678, 9752.862305>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7818.367188, 444.307678, 9752.862305>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7818.367188, 444.307678, 9752.862305>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7818.367188, 444.307678, 9752.862305>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7818.439941, 444.307831, 9752.782227>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7819.135742, 444.310272, 9752.022461>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7820.062500, 444.313477, 9751.007813>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7820.989746, 444.316589, 9749.994141>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7821.833984, 444.307312, 9749.071289>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7822.375488, 444.301056, 9748.479492>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7822.480469, 444.300079, 9748.364258>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7822.627930, 444.296387, 9748.203125>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7822.774902, 444.292664, 9748.041992>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7822.910156, 444.289246, 9747.894531>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7823.085449, 444.284698, 9747.704102>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7823.285645, 444.279572, 9747.485352>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7823.485352, 444.274506, 9747.267578>)
23:1:18 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7823.660645, 444.269958, 9747.076172>)
23:1:19 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7819.339844, 444.132477, 9749.565430>)
23:1:20 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7815.022949, 443.965393, 9752.242188>)
23:1:21 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7811.128906, 443.806854, 9755.556641>)
23:1:21 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7808.649414, 443.731110, 9758.326172>)
23:1:22 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7807.279297, 443.666962, 9760.176758>)
23:1:23 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7806.604492, 443.634308, 9761.310547>)
23:1:24 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7807.611328, 443.739655, 9760.881836>)
23:1:25 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7807.023926, 443.700287, 9761.583008>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7781.081055, 440.532867, 9768.989258>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7772.817383, 439.428497, 9763.343750>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7772.834473, 439.427856, 9763.292969>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7772.851563, 439.427368, 9763.244141>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7772.873535, 439.426819, 9763.181641>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7772.892578, 439.426514, 9763.130859>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7772.925293, 439.426147, 9763.050781>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7772.953613, 439.425934, 9762.980469>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7772.983398, 439.425873, 9762.911133>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7773.011230, 439.425720, 9762.843750>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7773.038086, 439.424957, 9762.767578>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7773.062500, 439.424561, 9762.702148>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7773.086426, 439.424042, 9762.636719>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7772.445801, 439.328949, 9762.077148>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7770.870605, 439.109161, 9760.850586>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7769.131348, 438.875671, 9759.499023>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7767.625000, 438.686035, 9758.335938>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.687988, 438.569275, 9757.597656>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.707520, 438.569794, 9757.563477>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.724609, 438.569855, 9757.531250>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.746094, 438.570160, 9757.493164>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.748047, 438.568359, 9757.462891>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.739746, 438.565216, 9757.424805>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.731445, 438.562012, 9757.387695>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.723145, 438.558777, 9757.350586>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.709473, 438.554810, 9757.308594>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.692383, 438.550476, 9757.266602>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.677246, 438.546600, 9757.229492>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.658691, 438.542053, 9757.185547>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.688477, 438.542328, 9757.147461>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.886230, 438.558838, 9757.122070>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7767.062500, 438.573669, 9757.100586>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7767.239258, 438.588531, 9757.079102>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7767.371582, 438.598938, 9757.050781>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7767.331543, 438.591827, 9757.000977>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7767.285645, 438.583984, 9756.944336>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7767.246582, 438.577240, 9756.895508>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7767.207031, 438.570313, 9756.845703>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7767.166016, 438.562653, 9756.786133>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7767.124512, 438.554840, 9756.724609>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7767.083496, 438.546906, 9756.663086>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7767.041992, 438.539185, 9756.601563>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7767.005859, 438.530914, 9756.526367>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.973145, 438.523468, 9756.457031>)
23:3:4 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.940430, 438.515961, 9756.389648>)
23:3:5 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7766.907715, 438.508484, 9756.321289>)
23:3:5 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7765.517578, 438.294220, 9755.000000>)
23:3:5 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7763.747559, 438.037903, 9753.329102>)
23:3:5 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7762.514160, 437.861053, 9752.164063>)
23:3:5 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7761.106445, 437.659607, 9750.833984>)
23:3:5 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7761.150879, 437.650604, 9750.606445>)
23:3:5 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7761.381836, 437.661469, 9750.453125>)
23:3:5 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7761.496582, 437.666779, 9750.375977>)
23:3:5 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7761.682129, 437.675629, 9750.253906>)
23:3:5 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7761.758301, 437.678192, 9750.187500>)
23:3:5 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7761.771484, 437.676941, 9750.145508>)
23:3:5 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7761.786621, 437.675690, 9750.099609>)
23:3:5 | "Joseph" (steamid=76561199227453916) teleported to crosshair (pos=<7761.799805, 437.674530, 9750.059570>)
